"","Name","House","Sentence"
"446","Ronald Bilius Weasley","Gryffindor","I know what that is!"
"447","Ronald Bilius Weasley","Gryffindor","That's an invisibility cloak!"
"448","Ronald Bilius Weasley","Gryffindor","They're really rare."
"449","Ronald Bilius Weasley","Gryffindor","I wonder who gave it to you."
"450","Ronald Bilius Weasley","Gryffindor","Why?"
"451","Ronald Bilius Weasley","Gryffindor","I only see us."
"452","Ronald Bilius Weasley","Gryffindor","That's me! Only, I'm head boy...and"
"453","Ronald Bilius Weasley","Gryffindor","I'm holding the Quidditch cup!"
"454","Ronald Bilius Weasley","Gryffindor","And bloody hell, I'm Quidditch Captain too!"
"455","Ronald Bilius Weasley","Gryffindor","I look good."
"456","Ronald Bilius Weasley","Gryffindor","Harry, do you think this mirror shows the future?"
"457","Ronald Bilius Weasley","Gryffindor","I'll be right back."
"458","Ronald Bilius Weasley","Gryffindor","Wanna play chess?"
"459","Ronald Bilius Weasley","Gryffindor","Wanna go and visit Hagrid?"
"460","Ronald Bilius Weasley","Gryffindor","Harry, I know what you're thinking, but don't."
"461","Ronald Bilius Weasley","Gryffindor","There's something not right about that mirror."
"462","Ronald Bilius Weasley","Gryffindor","I'm ready. Ask me any question."
"463","Ronald Bilius Weasley","Gryffindor","I forgot."
"464","Ronald Bilius Weasley","Gryffindor","Copy off you."
"465","Ronald Bilius Weasley","Gryffindor","That's insulting!"
"466","Ronald Bilius Weasley","Gryffindor","It's as if they don't trust us! Dumbledore again!"
"467","Ronald Bilius Weasley","Gryffindor","Leg-Locker Curse?"
"468","Ronald Bilius Weasley","Gryffindor","You have got to start standing up to people, Neville."
"469","Ronald Bilius Weasley","Gryffindor","Dumbledore is particularly famous for his defeat of the dark wizard Grindelwald in 1945."
"470","Ronald Bilius Weasley","Gryffindor","For the discovery of the twelve uses of dragon blood...and his work on alchemy with his partner, Nicholas Flamel!"
"471","Ronald Bilius Weasley","Gryffindor","This is light?"
"472","Ronald Bilius Weasley","Gryffindor","Immortal?"
"473","Ronald Bilius Weasley","Gryffindor","I know what it means!"
"474","Ronald Bilius Weasley","Gryffindor","I know what that is!"
"475","Ronald Bilius Weasley","Gryffindor","But Hagrid, how did you get one?"
"476","Ronald Bilius Weasley","Gryffindor","That's not just a dragon."
"477","Ronald Bilius Weasley","Gryffindor","That's a Norwegian Ridgeback!"
"478","Ronald Bilius Weasley","Gryffindor","My brother Charlie works with these in Romania."
"479","Ronald Bilius Weasley","Gryffindor","It's crazy."
"480","Ronald Bilius Weasley","Gryffindor","And worse, Malfoy knows."
"481","Ronald Bilius Weasley","Gryffindor","It's bad."
"482","Ronald Bilius Weasley","Gryffindor","Okay."
"483","Ronald Bilius Weasley","Gryffindor","But if he comes back, you don't think he'll try to kill you, do you?"
"484","Ronald Bilius Weasley","Gryffindor","And to think, I've been worrying about my Potions final!"
"485","Ronald Bilius Weasley","Gryffindor","Speak for yourself."
"486","Ronald Bilius Weasley","Gryffindor","All right there, Harry?"
"487","Ronald Bilius Weasley","Gryffindor","Perhaps you should see the nurse."
"488","Ronald Bilius Weasley","Gryffindor","Trevor shh!"
"489","Ronald Bilius Weasley","Gryffindor","Go, you shouldn't be here!"
"490","Ronald Bilius Weasley","Gryffindor","You're a little scary sometimes...you know that?"
"491","Ronald Bilius Weasley","Gryffindor","Brilliant, but scary."
"492","Ronald Bilius Weasley","Gryffindor","It's for your own good, you know."
"493","Ronald Bilius Weasley","Gryffindor","Sorry."
"494","Ronald Bilius Weasley","Gryffindor","Wait a minute...he's...."
"495","Ronald Bilius Weasley","Gryffindor","Uh. It's got horrible breath!"
"496","Ronald Bilius Weasley","Gryffindor","What?!"
"497","Ronald Bilius Weasley","Gryffindor","Ew! Yuck! Ugh."
"498","Ronald Bilius Weasley","Gryffindor","Ahh! Whoa."
"499","Ronald Bilius Weasley","Gryffindor","Lucky this plant-thing is here, really."
"500","Ronald Bilius Weasley","Gryffindor","Kill us faster?!"
"501","Ronald Bilius Weasley","Gryffindor","Oh, now I can relax!"
"502","Ronald Bilius Weasley","Gryffindor","Now what are we gonna do?!"
"503","Ronald Bilius Weasley","Gryffindor","Ahh! Harry!"
"504","Ronald Bilius Weasley","Gryffindor","Harry!"
"505","Ronald Bilius Weasley","Gryffindor","Help!"
"506","Ronald Bilius Weasley","Gryffindor","Help! Help me!"
"507","Ronald Bilius Weasley","Gryffindor","Help!"
"508","Ronald Bilius Weasley","Gryffindor","Ahhh!"
"509","Ronald Bilius Weasley","Gryffindor","Yeah."
"510","Ronald Bilius Weasley","Gryffindor","Whew. Lucky we didn't panic!"
"511","Ronald Bilius Weasley","Gryffindor","Alohomora!"
"512","Ronald Bilius Weasley","Gryffindor","Well, it was worth a try."
"513","Ronald Bilius Weasley","Gryffindor","We're looking for a big old fashioned one."
"514","Ronald Bilius Weasley","Gryffindor","Probably rusty like the handle."
"515","Ronald Bilius Weasley","Gryffindor","Oh, go on, Harry!"
"516","Ronald Bilius Weasley","Gryffindor","If Snape can catch it on that old broomstick, you can!"
"517","Ronald Bilius Weasley","Gryffindor","You're the youngest seeker in a century!"
"518","Ronald Bilius Weasley","Gryffindor","This complicates things a bit!"
"519","Ronald Bilius Weasley","Gryffindor","Hurry up!"
"520","Ronald Bilius Weasley","Gryffindor","This is no graveyard."
"521","Ronald Bilius Weasley","Gryffindor","It's a chessboard."
"522","Ronald Bilius Weasley","Gryffindor","It's obvious, isn't it?"
"523","Ronald Bilius Weasley","Gryffindor","We've got to play our way across the room."
"524","Ronald Bilius Weasley","Gryffindor","All right. Harry, you take the empty Bishop's square."
"525","Ronald Bilius Weasley","Gryffindor","Hermione, you'll be the Queen's side castle."
"526","Ronald Bilius Weasley","Gryffindor","As for me, I'll be a knight."
"527","Ronald Bilius Weasley","Gryffindor","Well, white moves first, and then...we play."
"528","Ronald Bilius Weasley","Gryffindor","You there! D-5!"
"529","Ronald Bilius Weasley","Gryffindor","Yes, Hermione, I think this is going to be exactly like wizard's chess!"
"530","Ronald Bilius Weasley","Gryffindor","Castle to E-4!"
"531","Ronald Bilius Weasley","Gryffindor","Pawn to C-3!"
"532","Ronald Bilius Weasley","Gryffindor","You understand right, Harry."
"533","Ronald Bilius Weasley","Gryffindor","Once I make my move, the Queen will take me...then you'll be free to check the King."
"534","Ronald Bilius Weasley","Gryffindor","Do you want to stop Snape from getting that Stone or not?"
"535","Ronald Bilius Weasley","Gryffindor","Harry, it's you that has to go on. I know it."
"536","Ronald Bilius Weasley","Gryffindor","Not me, not Hermione, you."
"537","Ronald Bilius Weasley","Gryffindor","Knight...to H-3."
"538","Ronald Bilius Weasley","Gryffindor","Check."
"539","Ronald Bilius Weasley","Gryffindor","Ahhhh!"
"540","Ronald Bilius Weasley","Gryffindor","All right? You?"
"541","Hermione Jean Granger","Gryffindor","Has anyone seen a toad?"
"542","Hermione Jean Granger","Gryffindor","A boy named Neville's lost one"
"543","Hermione Jean Granger","Gryffindor","Oh, are you doing magic?"
"544","Hermione Jean Granger","Gryffindor","Let's see, then."
"545","Hermione Jean Granger","Gryffindor","Are you sure that's a real spell?"
"546","Hermione Jean Granger","Gryffindor","Well, it's not very good, is it?"
"547","Hermione Jean Granger","Gryffindor","Of course, I've only tried a few simple ones myself but they've all worked for me."
"548","Hermione Jean Granger","Gryffindor","For example:"
"549","Hermione Jean Granger","Gryffindor","Oculus Reparo."
"550","Hermione Jean Granger","Gryffindor","That's better, isn't it?"
"551","Hermione Jean Granger","Gryffindor","Holy cricket, you're Harry Potter!"
"552","Hermione Jean Granger","Gryffindor","I'm Hermione Granger."
"553","Hermione Jean Granger","Gryffindor","And you are...?"
"554","Hermione Jean Granger","Gryffindor","Pleasure."
"555","Hermione Jean Granger","Gryffindor","You two better change into robes."
"556","Hermione Jean Granger","Gryffindor","I expect we'll be arriving soon."
"557","Hermione Jean Granger","Gryffindor","You've got dirt on your nose, by the way."
"558","Hermione Jean Granger","Gryffindor","Did you know?"
"559","Hermione Jean Granger","Gryffindor","Just there."
"560","Hermione Jean Granger","Gryffindor","It's not real, the ceiling."
"561","Hermione Jean Granger","Gryffindor","It's just bewitched to look like the night sky."
"562","Hermione Jean Granger","Gryffindor","I read about it in Hogwarts: A History."
"563","Hermione Jean Granger","Gryffindor","Oh, no. Okay, relax."
"564","Hermione Jean Granger","Gryffindor","Nearly headless?"
"565","Hermione Jean Granger","Gryffindor","How can you be nearly headless?"
"566","Hermione Jean Granger","Gryffindor","I've read about those."
"567","Hermione Jean Granger","Gryffindor","When the smoke turns red, it means you've forgotten something."
"568","Hermione Jean Granger","Gryffindor","Up. Up. Up!"
"569","Hermione Jean Granger","Gryffindor","Harry, no way!"
"570","Hermione Jean Granger","Gryffindor","You heard what Madam Hooch said."
"571","Hermione Jean Granger","Gryffindor","Besides, you don't even know how to fly."
"572","Hermione Jean Granger","Gryffindor","What an idiot."
"573","Hermione Jean Granger","Gryffindor","You won't make a fool of yourself."
"574","Hermione Jean Granger","Gryffindor","It's in your blood."
"575","Hermione Jean Granger","Gryffindor","The staircases change, remember?"
"576","Hermione Jean Granger","Gryffindor","We're not supposed to be here."
"577","Hermione Jean Granger","Gryffindor","This is the 3rd floor."
"578","Hermione Jean Granger","Gryffindor","It's forbidden."
"579","Hermione Jean Granger","Gryffindor","Oh, move over!"
"580","Hermione Jean Granger","Gryffindor","Alohomora"
"581","Hermione Jean Granger","Gryffindor","Get in"
"582","Hermione Jean Granger","Gryffindor","Standard book of spells, Chapter 7."
"583","Hermione Jean Granger","Gryffindor","Filch is gone."
"584","Hermione Jean Granger","Gryffindor","It was locked."
"585","Hermione Jean Granger","Gryffindor","You don't use your eyes, do you?"
"586","Hermione Jean Granger","Gryffindor","Didn't you see what it was standing on?"
"587","Hermione Jean Granger","Gryffindor","It was standing on a trap door."
"588","Hermione Jean Granger","Gryffindor","Which means it wasn't there by accident."
"589","Hermione Jean Granger","Gryffindor","It's guarding something."
"590","Hermione Jean Granger","Gryffindor","That's right."
"591","Hermione Jean Granger","Gryffindor","Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled!"
"592","Hermione Jean Granger","Gryffindor","Stop, stop, stop."
"593","Hermione Jean Granger","Gryffindor","You're going to take someone's eye out."
"594","Hermione Jean Granger","Gryffindor","Besides, youre saying it wrong."
"595","Hermione Jean Granger","Gryffindor","It's Leviosa, not Leviosar."
"596","Hermione Jean Granger","Gryffindor","Wingardium Leviosa."
"597","Hermione Jean Granger","Gryffindor","Help! Help!"
"598","Hermione Jean Granger","Gryffindor","Ahhh! Help!"
"599","Hermione Jean Granger","Gryffindor","Swish and flick!"
"600","Hermione Jean Granger","Gryffindor","Is it...dead?"
"601","Hermione Jean Granger","Gryffindor","It's my fault, Professor McGonagall."
"602","Hermione Jean Granger","Gryffindor","I went looking for the troll."
"603","Hermione Jean Granger","Gryffindor","I'd read about them and thought I could handle it."
"604","Hermione Jean Granger","Gryffindor","But I was wrong."
"605","Hermione Jean Granger","Gryffindor","If Harry and Ron hadn't come and found me..."
"606","Hermione Jean Granger","Gryffindor","I'd probably be dead."
"607","Hermione Jean Granger","Gryffindor","Ron's right, Harry."
"608","Hermione Jean Granger","Gryffindor","You're gonna need your strength today."
"609","Hermione Jean Granger","Gryffindor","Blood?"
"610","Hermione Jean Granger","Gryffindor","But why would anyone go near that dog?"
"611","Hermione Jean Granger","Gryffindor","So you're saying..."
"612","Hermione Jean Granger","Gryffindor","Bit early for mail, isn't it?"
"613","Hermione Jean Granger","Gryffindor","It's Snape!"
"614","Hermione Jean Granger","Gryffindor","He's jinxing the broom!"
"615","Hermione Jean Granger","Gryffindor","Leave it to me."
"616","Hermione Jean Granger","Gryffindor","Lacarnum Inflamarae."
"617","Hermione Jean Granger","Gryffindor","Whoo-hoo!"
"618","Hermione Jean Granger","Gryffindor","That thing has a name?"
"619","Hermione Jean Granger","Gryffindor","Hogwarts teacher or not, I know a curse when I see one."
"620","Hermione Jean Granger","Gryffindor","I've read all about them."
"621","Hermione Jean Granger","Gryffindor","You have to keep eye contact."
"622","Hermione Jean Granger","Gryffindor","And Snape wasn't blinking."
"623","Hermione Jean Granger","Gryffindor","I don't know."
"624","Hermione Jean Granger","Gryffindor","That's totally barbaric!"
"625","Hermione Jean Granger","Gryffindor","See you haven't."
"626","Hermione Jean Granger","Gryffindor","Good. You can help Harry, then."
"627","Hermione Jean Granger","Gryffindor","He's going to go the library for information on Nicholas Flamel."
"628","Hermione Jean Granger","Gryffindor","Not in the restricted section..."
"629","Hermione Jean Granger","Gryffindor","Happy Christmas."
"630","Hermione Jean Granger","Gryffindor","Look at you, playing with your cards."
"631","Hermione Jean Granger","Gryffindor","Pathetic!"
"632","Hermione Jean Granger","Gryffindor","We've got final exams coming up soon."
"633","Hermione Jean Granger","Gryffindor","Alright, what are the 3 most crucial ingredients in a Forgetfulness Potion?"
"634","Hermione Jean Granger","Gryffindor","Follow me!"
"635","Hermione Jean Granger","Gryffindor","I had you looking in the wrong section!"
"636","Hermione Jean Granger","Gryffindor","How could I be so stupid?"
"637","Hermione Jean Granger","Gryffindor","I checked this out a few weeks ago for a bit of light reading."
"638","Hermione Jean Granger","Gryffindor","Of course! Here it is!"
"639","Hermione Jean Granger","Gryffindor","Nicholas Flamel is the only known maker of the Philosopher's Stone!"
"640","Hermione Jean Granger","Gryffindor","Honestly, don't you two read?"
"641","Hermione Jean Granger","Gryffindor","The Philosopher's Stone is a legendary substance with astonishing powers."
"642","Hermione Jean Granger","Gryffindor","It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal."
"643","Hermione Jean Granger","Gryffindor","It means you'll never die."
"644","Hermione Jean Granger","Gryffindor","The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"
"645","Hermione Jean Granger","Gryffindor","That's what Fluffy's guarding on the 3rd floor."
"646","Hermione Jean Granger","Gryffindor","That's what's under the trapdoor..."
"647","Hermione Jean Granger","Gryffindor","the Philosopher's Stone!"
"648","Hermione Jean Granger","Gryffindor","Of course! There are other things defending the Stone, aren't there?"
"649","Hermione Jean Granger","Gryffindor","Spells and enchantments."
"650","Hermione Jean Granger","Gryffindor","Is that...a dragon?"
"651","Hermione Jean Granger","Gryffindor","Is that bad?"
"652","Hermione Jean Granger","Gryffindor","Well, that's good, isn't it?"
"653","Hermione Jean Granger","Gryffindor","He'll be with his own kind."
"654","Hermione Jean Granger","Gryffindor","Harry!"
"655","Hermione Jean Granger","Gryffindor","You mean, You-Know-Who's out there, right now, in the forest?"
"656","Hermione Jean Granger","Gryffindor","Hang on a minute."
"657","Hermione Jean Granger","Gryffindor","We're forgetting one thing."
"658","Hermione Jean Granger","Gryffindor","Who's the one wizard Voldemort always feared?"
"659","Hermione Jean Granger","Gryffindor","Dumbledore!"
"660","Hermione Jean Granger","Gryffindor","As long as Dumbledore's around, you're safe."
"661","Hermione Jean Granger","Gryffindor","As long as Dumbledore's around, you can't be touched."
"662","Hermione Jean Granger","Gryffindor","I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable."
"663","Hermione Jean Granger","Gryffindor","It's happened before."
"664","Hermione Jean Granger","Gryffindor","What is it?"
"665","Hermione Jean Granger","Gryffindor","And with Dumbledore gone"
"666","Hermione Jean Granger","Gryffindor","Uh...we were just..."
"667","Hermione Jean Granger","Gryffindor","Now what do we do?"
"668","Hermione Jean Granger","Gryffindor","Neville, I'm really, really sorry about this"
"669","Hermione Jean Granger","Gryffindor","Petrificus Totalus."
"670","Hermione Jean Granger","Gryffindor","Sorry."
"671","Hermione Jean Granger","Gryffindor","Ow! You stood on my foot!"
"672","Hermione Jean Granger","Gryffindor","Alohomora."
"673","Hermione Jean Granger","Gryffindor","The harp. It stopped playing."
"674","Hermione Jean Granger","Gryffindor","Stop moving, both of you."
"675","Hermione Jean Granger","Gryffindor","This is Devil's Snare."
"676","Hermione Jean Granger","Gryffindor","You have to relax."
"677","Hermione Jean Granger","Gryffindor","If you don't, it will only kill you faster."
"678","Hermione Jean Granger","Gryffindor","Just relax!"
"679","Hermione Jean Granger","Gryffindor","Do what I say. Trust me."
"680","Hermione Jean Granger","Gryffindor","Are you okay?"
"681","Hermione Jean Granger","Gryffindor","He's not relaxing, is he?"
"682","Hermione Jean Granger","Gryffindor","We've got to do something!"
"683","Hermione Jean Granger","Gryffindor","Uh! I remember reading something in Herbology."
"684","Hermione Jean Granger","Gryffindor","Um Devil's Snare, Devil's Scare,it's deadly fun...but will sulk in the sun!"
"685","Hermione Jean Granger","Gryffindor","That's it! Devil's Snare hates sunlight!"
"686","Hermione Jean Granger","Gryffindor","Lumus Solem!"
"687","Hermione Jean Granger","Gryffindor","What is that?"
"688","Hermione Jean Granger","Gryffindor","Curious. I've never seen birds like these."
"689","Hermione Jean Granger","Gryffindor","What's this all about?"
"690","Hermione Jean Granger","Gryffindor","Ugh! What're we going to do?"
"691","Hermione Jean Granger","Gryffindor","There must be 1000 keys up there!"
"692","Hermione Jean Granger","Gryffindor","What's wrong, Harry?"
"693","Hermione Jean Granger","Gryffindor","I don't like this."
"694","Hermione Jean Granger","Gryffindor","I don't like this at all."
"695","Hermione Jean Granger","Gryffindor","Now what do we do?"
"696","Hermione Jean Granger","Gryffindor","What happens now?"
"697","Hermione Jean Granger","Gryffindor","Ron, you don't suppose this is going to be like...real wizard's chess, do you?"
"698","Hermione Jean Granger","Gryffindor","What is it?"
"699","Hermione Jean Granger","Gryffindor","No, Ron, you can't!"
"700","Hermione Jean Granger","Gryffindor","There must be another way!"
"701","Hermione Jean Granger","Gryffindor","You'll be okay, Harry."
"702","Hermione Jean Granger","Gryffindor","You're a great wizard, you really are."
"703","Hermione Jean Granger","Gryffindor","Me? Books and cleverness?"
"704","Hermione Jean Granger","Gryffindor","There are more important things."
"705","Hermione Jean Granger","Gryffindor","Friendship, and bravery."
"706","Hermione Jean Granger","Gryffindor","And Harry, just be careful."
"707","Hermione Jean Granger","Gryffindor","Never better."
"708","Hermione Jean Granger","Gryffindor","We're tied with Slytherin!"
"709","Hermione Jean Granger","Gryffindor","Come on, Harry."
"710","Hermione Jean Granger","Gryffindor","Feels strange to be going home, doesn't it?"
"711","Albus Percival Wulfric Brian Dumbledore","Gryffindor","I should've known that you would be here, Professor McGonagall."
"712","Albus Percival Wulfric Brian Dumbledore","Gryffindor","I'm afraid so, professor."
"713","Albus Percival Wulfric Brian Dumbledore","Gryffindor","The good and the bad."
"714","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Hagrid is bringing him."
"715","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Ah, Professor, I would trust Hagrid with my life."
"716","Albus Percival Wulfric Brian Dumbledore","Gryffindor","No problems, I trust, Hagrid?"
"717","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Albus, do you really think it's safe, leaving him with these people?"
"718","Albus Percival Wulfric Brian Dumbledore","Gryffindor","The only family he has."
"719","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Exactly."
"720","Albus Percival Wulfric Brian Dumbledore","Gryffindor","He's far better off growing up away from all of that."
"721","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Until he's ready."
"722","Albus Percival Wulfric Brian Dumbledore","Gryffindor","There, there, Hagrid."
"723","Albus Percival Wulfric Brian Dumbledore","Gryffindor","It's not really goodbye, after all."
"724","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Good luck...Harry Potter."
"725","Albus Percival Wulfric Brian Dumbledore","Gryffindor","I have a few start-of-term notices I wish to announce."
"726","Albus Percival Wulfric Brian Dumbledore","Gryffindor","The first years, please note that the Dark Forest is strictly forbidden to all students."
"727","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Also, our caretaker, Mr. Filch, has asked me to remind you that the third-floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death."
"728","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Thank you."
"729","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Let the feast begin."
"730","Albus Percival Wulfric Brian Dumbledore","Gryffindor","SILLLLLEEENNNNCEEEEE!"
"731","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Everyone will please, not panic."
"732","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Now, Prefects will lead their houses back to the dormitories."
"733","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Teachers will follow me to the dungeons."
"734","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Back again, Harry?"
"735","Albus Percival Wulfric Brian Dumbledore","Gryffindor","I see that you, like so many before you, have discovered the delights of the Mirror of Erised."
"736","Albus Percival Wulfric Brian Dumbledore","Gryffindor","I trust by now you realize what it does."
"737","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Let me give you a clue."
"738","Albus Percival Wulfric Brian Dumbledore","Gryffindor","The happiest man on earth would look into the mirror and see only himself, exactly as he is."
"739","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Yes...and no."
"740","Albus Percival Wulfric Brian Dumbledore","Gryffindor","It shows us nothing more or less than the deepest, most desperate desires of our hearts."
"741","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Now you, who have never known your family, you see them standing beside you."
"742","Albus Percival Wulfric Brian Dumbledore","Gryffindor","But remember this, Harry."
"743","Albus Percival Wulfric Brian Dumbledore","Gryffindor","This mirror gives us neither knowledge or truth."
"744","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Men have wasted away in front of it, even gone mad."
"745","Albus Percival Wulfric Brian Dumbledore","Gryffindor","That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again."
"746","Albus Percival Wulfric Brian Dumbledore","Gryffindor","It does not do to dwell on dreams, Harry, and forget to live."
"747","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Good afternoon, Harry."
"748","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Ah. Tokens from your admirers?"
"749","Albus Percival Wulfric Brian Dumbledore","Gryffindor","What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows."
"750","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs."
"751","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Fine. They're both just fine."
"752","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Relax, dear boy. The stone has been destroyed."
"753","Albus Percival Wulfric Brian Dumbledore","Gryffindor","My friend Nicholas and I had a little chat and agreed it was best all around."
"754","Albus Percival Wulfric Brian Dumbledore","Gryffindor","He has enough Elixir to set his affairs in order."
"755","Albus Percival Wulfric Brian Dumbledore","Gryffindor","But yes, he will die."
"756","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Ah. You see, only a person who wanted to find the Stone, find it, but not use it, would be able to get it."
"757","Albus Percival Wulfric Brian Dumbledore","Gryffindor","That is one of my more brilliant ideas."
"758","Albus Percival Wulfric Brian Dumbledore","Gryffindor","And between you and me thats saying something."
"759","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Ah, I'm afraid there are ways in which he can return."
"760","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Harry, do you know why Professor Quirrell couldn't bear to have you touch him?"
"761","Albus Percival Wulfric Brian Dumbledore","Gryffindor","It was because of your mother."
"762","Albus Percival Wulfric Brian Dumbledore","Gryffindor","She sacrificed herself for you, and that kind of act leaves a mark."
"763","Albus Percival Wulfric Brian Dumbledore","Gryffindor","No, no, this kind of mark cannot be seen."
"764","Albus Percival Wulfric Brian Dumbledore","Gryffindor","It lives in your very skin."
"765","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Love, Harry, love."
"766","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Ah. Bertie Bott's Every Flavour Beans."
"767","Albus Percival Wulfric Brian Dumbledore","Gryffindor","I was most unfortunate in my youth to come across a vomit flavoured one, and since then I have lost my liking for them."
"768","Albus Percival Wulfric Brian Dumbledore","Gryffindor","But I think I could be safe with a nice toffee..."
"769","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Mm. Alas. Earwax."
"770","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Another year gone."
"771","Albus Percival Wulfric Brian Dumbledore","Gryffindor","And now, as I understand it, the house cup needs awarding, and the points stand thus."
"772","Albus Percival Wulfric Brian Dumbledore","Gryffindor","In fourth place, Gryffindor with 312 points."
"773","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Third place, Hufflepuff, with 352 points."
"774","Albus Percival Wulfric Brian Dumbledore","Gryffindor","In second place, Ravenclaw, with 426 points"
"775","Albus Percival Wulfric Brian Dumbledore","Gryffindor","And in first place, with 472 points, Slytherin House."
"776","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Yes, yes, well done Slytherin, well done Slytherin."
"777","Albus Percival Wulfric Brian Dumbledore","Gryffindor","However, recent events must be taken into account."
"778","Albus Percival Wulfric Brian Dumbledore","Gryffindor","And I have a few last minute points to award."
"779","Albus Percival Wulfric Brian Dumbledore","Gryffindor","To Miss Hermione Granger, for the use of cool intellect when others were in great peril, 50 points."
"780","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Second, to Mr. Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years...50 points."
"781","Albus Percival Wulfric Brian Dumbledore","Gryffindor","And third, to Mr. Harry Potter, for pure nerve and outstanding courage, I award Gryffindor house 60 points."
"782","Albus Percival Wulfric Brian Dumbledore","Gryffindor","And finally, it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends."
"783","Albus Percival Wulfric Brian Dumbledore","Gryffindor","I award 10 points to Neville Longbottom."
"784","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Assuming that my calculations are correct, I believe that a change of direction is in order."
"785","Albus Percival Wulfric Brian Dumbledore","Gryffindor","Gryffindor wins the House Cup!"
"786","Rubeus Hagrid","Gryffindor",NA
"787","Neville Longbottom","Gryffindor","Trevor! Sorry."
"788","Neville Longbottom","Gryffindor","That picture's moving."
"789","Neville Longbottom","Gryffindor","The only problem is, I can't remember what I've forgotten."
"790","Neville Longbottom","Gryffindor","Down, down!"
"791","Neville Longbottom","Gryffindor","Parvati Patil said that she wouldn't come out of the girl's bathroom."
"792","Neville Longbottom","Gryffindor","She said that she'd been in there all afternoon...crying."
"793","Neville Longbottom","Gryffindor","How? I can barely stand at all!"
"794","Neville Longbottom","Gryffindor","No, that's all I need!"
"795","Neville Longbottom","Gryffindor","You to set my bloody kneecups on fire!"
"796","Neville Longbottom","Gryffindor","Hey! Wait! Where are you going?"
"797","Neville Longbottom","Gryffindor","What about the countercurse?"
"798","Neville Longbottom","Gryffindor","Neither should you."
"799","Neville Longbottom","Gryffindor","You're sneaking out again, arent you?"
"800","Neville Longbottom","Gryffindor","No! I won't let you!"
"801","Neville Longbottom","Gryffindor","You'll get Gryffindor in trouble again!"
"802","Neville Longbottom","Gryffindor","I-I'll fight you."
"803","Fred Weasley","Gryffindor","Honestly, woman, you call yourself our mother?"
"804","Fred Weasley","Gryffindor","I'm only joking. I am Fred."
"805","Fred Weasley","Gryffindor","Hey, well done, Harry,"
"806","Fred Weasley","Gryffindor","Wood's just told us!"
"807","Fred Weasley","Gryffindor","Brutal."
"808","Fred Weasley","Gryffindor","But no one's died in years."
"809","Fred Weasley","Gryffindor","Someone will vanish occasionally"
"810","George Weasley","Gryffindor","He's not Fred, I am."
"811","George Weasley","Gryffindor","Our job is to make sure that you don't get bloodied up too bad."
"812","George Weasley","Gryffindor","Can't make any promises, of course."
"813","George Weasley","Gryffindor","Rough game, Quidditch."
"814","George Weasley","Gryffindor","But they'll turn up in a month or two!!"
"815","George Weasley","Gryffindor","Do you like yours, Ron?"
"816","George Weasley","Gryffindor","Ron?"
"817","Ginevra (Ginny) Molly Weasley","Gryffindor","Good luck."
